transition,rel_case1,rel_case2,rel_avg
129,0.008771929824561403,0.008985879332477536,0.008878904578519468
130,0.017521902377972465,0.016087516087516088,0.016804709232744276
131,0.0112079701120797,0.014687100893997445,0.012947535503038572
132,0.0,0.006414368184733804,0.003207184092366902
133,0.010644959298685034,0.012674271229404309,0.011659615264044671
134,0.018891687657430732,0.014857881136950904,0.01687478439719082
135,0.0161892901618929,0.017879948914431672,0.017034619538162286
136,0.014066496163682864,0.023062139654067906,0.018564317908875385
137,0.013478818998716302,0.027795325331648767,0.020637072165182534
138,0.0361145703611457,0.005079365079365079,0.02059696772025539
139,0.008793969849246231,0.00949367088607595,0.00914382036766109
140,0.004433185560481318,0.018808777429467086,0.011620981494974201
141,0.041353383458646614,0.0,0.020676691729323307
142,0.007471980074719801,0.0025015634771732333,0.004986771775946517
143,0.00375,0.0,0.001875
144,0.003766478342749529,0.0018796992481203006,0.0028230887954349146
145,0.008717310087173101,0.010126582278481013,0.009421946182827056
146,0.0,0.014383989993746092,0.007191994996873046
147,0.0,0.005079365079365079,0.0025396825396825397
148,0.011292346298619825,0.026299311208515967,0.018795828753567896
149,0.015566625155666251,0.0037429819089207735,0.009654803532293513
150,0.00375,0.004347826086956522,0.00404891304347826
151,0.0037359900373599006,0.004987531172069825,0.0043617606047148625
152,0.0,0.005632040050062578,0.002816020025031289
153,0.0,0.011801242236024845,0.005900621118012423
154,0.0012539184952978057,0.0006215040397762585,0.0009377112675370322
155,0.0018844221105527637,0.0006211180124223603,0.001252770061487562
156,0.019937694704049845,0.02053915275994865,0.020238423731999248
157,0.0006226650062266501,0.060473815461346635,0.030548240233786644
158,0.0,0.008064516129032258,0.004032258064516129
159,0.0,0.0,0.0
160,0.0006230529595015577,0.0,0.00031152647975077883
161,0.0006226650062266501,0.010658307210031349,0.005640486108129
162,0.0,0.01054590570719603,0.005272952853598015
163,0.0,0.010025062656641603,0.005012531328320802
164,0.003123048094940662,0.03829524397776405,0.020709146036352356
165,0.00311332503113325,0.0,0.001556662515566625
166,0.009535918626827717,0.0030978934324659233,0.00631690602964682
167,0.021793275217932753,0.002484472049689441,0.012138873633811097
168,0.014962593516209476,0.013059701492537313,0.014011147504373395
169,0.019987507807620236,0.006815365551425031,0.013401436679522634
170,0.0,0.0030883261272390363,0.0015441630636195182
171,0.00311332503113325,0.0,0.001556662515566625
172,0.005635566687539136,0.0,0.002817783343769568
173,0.00560398505603985,0.0,0.002801992528019925
174,0.0,0.0,0.0
175,0.0,0.004342431761786601,0.0021712158808933004
176,0.0,0.013647642679900745,0.006823821339950372
177,0.0006230529595015577,0.007453416149068323,0.00403823455428494
178,0.0006226650062266501,0.01173563928350834,0.006179152144867495
179,0.0,0.0,0.0
180,0.0018820577164366374,0.0,0.0009410288582183187
181,0.010585305105853052,0.0,0.005292652552926526
182,0.0012468827930174563,0.004965859714463066,0.0031063712537402616
183,0.0025,0.004941321803582459,0.003720660901791229
184,0.0037359900373599006,0.0,0.0018679950186799503
185,0.0,0.0,0.0
186,0.04105392156862745,0.0,0.020526960784313725
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0049261083743842365,0.0,0.0024630541871921183
192,0.004901960784313725,0.0,0.0024509803921568627
193,0.0,0.0,0.0
194,0.0,0.0,0.0
