transition,rel_case1,rel_case2,rel_avg
60,0.6056362378976486,0.5887150466045273,0.597175642251088
61,0.5162037037037037,0.710742444152431,0.6134730739280674
62,0.5496936691626957,0.6315520762423418,0.5906228727025187
63,0.5235013623978202,0.5857296908698778,0.554615526633849
64,0.5478542234332425,0.4211597151576806,0.48450696929546155
65,0.5705944798301487,0.5588731443994602,0.5647338121148044
66,0.5428571428571428,0.4769585253456221,0.5099078341013825
67,0.5079516539440203,0.5954731109598366,0.5517123824519284
68,0.5039370078740157,0.5507682030728123,0.527352605473414
69,0.48596774193548387,0.6802967563837129,0.5831322491595984
70,0.691617742987606,0.6094455190199871,0.6505316310037965
71,0.581013916500994,0.6882078614257162,0.634610888963355
72,0.6397107166337935,0.7308724832214765,0.685291599927635
73,0.5854515050167224,0.6543189368770764,0.6198852209468995
74,0.523771021992238,0.6113877822045153,0.5675794020983767
75,0.5605854322668482,0.6522244355909694,0.6064049339289088
76,0.64599609375,0.5757422402159245,0.6108691669829622
77,0.6152263374485597,0.6608216432865731,0.6380239903675664
78,0.6695723684210526,0.6380701754385965,0.6538212719298245
79,0.7165317559153176,0.6390420399724328,0.6777868979438753
80,0.642809587217044,0.6860128617363344,0.6644112244766891
81,0.5327949901120633,0.7514802631578947,0.642137626634979
82,0.6506870705808869,0.7151011089367254,0.6828940897588062
83,0.6371638924455826,0.6628865979381443,0.6500252451918634
84,0.6829710144927537,0.5598568640208198,0.6214139392567868
85,0.7609717868338558,0.6291834002677377,0.6950775935507967
86,0.8256791720569211,0.6542378449408672,0.7399585084988942
87,0.7230992268041238,0.6747007978723404,0.6989000123382321
88,0.724559686888454,0.6644823066841415,0.6945209967862978
89,0.7178499665103818,0.6798070525615436,0.6988285095359628
90,0.7416561712846348,0.7258643183300717,0.7337602448073532
91,0.7293765743073047,0.8659628918746002,0.7976697330909525
92,0.7247750642673522,0.7963206307490145,0.7605478475081833
93,0.8021875,0.718996062992126,0.760591781496063
94,0.841692789968652,0.7212050599201065,0.7814489249443792
95,0.7960052390307794,0.7685125563425628,0.7822588976866711
96,0.7048325963360708,0.7603195739014648,0.7325760851187677
97,0.7133524537922243,0.6209309895833334,0.6671417216877789
98,0.7897907419150285,0.6819650937297996,0.7358779178224141
99,0.776595744680851,0.73876953125,0.7576826379654256
100,0.8317490494296578,0.7397824653922215,0.7857657574109396
101,0.8953488372093024,0.8049645390070922,0.8501566881081972
102,0.8961322520274485,0.8566249176005274,0.876378584813988
103,0.8624917163684559,0.6839747843397479,0.773233250354102
104,0.7402493606138107,0.731844473007712,0.7360469168107614
105,0.8483427141963727,0.8125819134993447,0.8304623138478587
106,0.899120050282841,0.8005181347150259,0.8498190924989335
107,0.8284061696658098,0.863318499682136,0.8458623346739729
108,0.7303059895833334,0.8859364873622813,0.8081212384728074
109,0.7633228840125392,0.8142948308870454,0.7888088574497922
110,0.7632258064516129,0.8806306306306306,0.8219282185411217
111,0.8334380892520428,0.7808219178082192,0.807130003530131
112,0.8765195137555982,0.8103557814485387,0.8434376476020684
113,0.8277812696417347,0.8505089058524173,0.8391450877470761
114,0.9122042341220423,0.8869123252858958,0.8995582797039691
115,0.8912772585669781,0.8705416116248349,0.8809094350959066
116,0.8966376089663761,0.8071292170591979,0.851883413012787
117,0.95453125,0.8175112251443233,0.8860212375721617
118,0.9561759201497193,0.9209346991037132,0.9385553096267163
119,0.912753807106599,0.8787684413085312,0.8957611242075652
120,0.9090342679127725,0.7676933158584535,0.838363791885613
121,0.9,0.8496168582375478,0.8748084291187739
122,0.8645833333333334,0.953868103994927,0.9092257186641302
123,0.8989260897030954,0.9688096753660089,0.9338678825345521
124,0.838456712672522,0.9582804568527918,0.8983685847626569
125,0.7758074730842305,0.967067764407853,0.8714376187460418
126,0.8202247191011236,0.8579804560260587,0.8391025875635911
127,0.9113005050505051,0.8915155440414507,0.9014080245459779
128,0.91541822721598,0.905893536121673,0.9106558816688265
129,0.9116541353383458,0.9422336328626444,0.9269438841004951
130,0.8992490613266583,0.8999356499356499,0.899592355631154
131,0.863947696139477,0.9013409961685823,0.8826443461540296
132,1.0,0.9012187299550994,0.9506093649775498
133,0.9076393237319975,0.9435994930291508,0.9256194083805742
134,0.8746851385390428,0.8691860465116279,0.8719355925253354
135,0.9343088418430884,0.8732439335887612,0.9037763877159248
136,0.8654092071611253,0.9202434336963485,0.892826320428737
137,0.8058408215661104,0.8682880606443462,0.8370644411052283
138,0.8349937733499377,0.9377777777777778,0.8863857755638578
139,0.972675879396985,0.9278481012658227,0.9502619903314038
140,0.8641545281823939,0.9144200626959248,0.8892872954391593
141,0.8515037593984962,1.0,0.9257518796992481
142,0.9550124533001245,0.9287054409005628,0.9418589471003437
143,0.95484375,1.0,0.977421875
144,0.928436911487759,0.9650689223057645,0.9467529168967617
145,0.9343088418430884,0.944620253164557,0.9394645475038227
146,1.0,0.8874296435272045,0.9437148217636022
147,0.9305728518057285,0.9130158730158731,0.9217943624108007
148,0.8880175658720201,0.9298685034439574,0.9089430346579888
149,0.9343088418430884,0.9307548346849657,0.9325318382640271
150,0.984375,0.9540372670807453,0.9692061335403727
151,0.9841220423412205,0.942643391521197,0.9633827169312088
152,1.0,0.8401126408010012,0.9200563204005006
153,1.0,0.9341614906832298,0.9670807453416149
154,0.9141065830721004,0.9785581106277191,0.9463323468499097
155,0.9368718592964824,0.9791925465838509,0.9580322029401667
156,0.9090342679127725,0.9216944801026957,0.9153643740077342
157,0.9841220423412205,0.9030548628428927,0.9435884525920566
158,1.0,0.9336228287841191,0.9668114143920595
159,1.0,1.0,1.0
160,0.9838006230529595,1.0,0.9919003115264797
